"","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"158",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,159,159,2013,65.5,64,1010,3.1,5.4,999.9,69.1,62.1,0,0,1,0.474609375
"159",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,160,2013,62.4,52.3,1011,10,7.4,999.9,72,52,0.14,0,0,0.470703125
"160",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,162,162,2013,69.7,63.8,1012.8,8.4,10.2,999.9,78.1,64,0,0,0,0.572265625
"161",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163,163,2013,58.6,51,1022,10,7.5,999.9,66,51.1,0,0,0,0.48828125
"162",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,164,164,2013,64.9,60.9,1021.8,9.8,9,999.9,70,61,0.01,0,0,0.29296875
"163",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165,165,2013,65.4,64.2,1012.1,1.9,8.8,999.9,69.1,64,0.05,0,1,0.1328125
"164",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,166,166,2013,61.8,51,1012.5,7.5,8.7,999.9,66,57.2,0.34,0,1,0.50390625
"165",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,167,167,2013,60.9,57,1016.7,7,10.9,999.9,66,57,0,0,0,0.5390625
"166",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168,168,2013,60.8,52.4,1008.2,10,8.7,21,66,55,0,0,0,0.349609375
"167",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,169,169,2013,61.3,57,1013.5,8.9,9.2,22,66,57,0.01,0,0,0.23828125
"168",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,170,2013,66.8,64.5,1016,2.8,12.1,22,73.9,64,0,0,1,0.634765625
"169",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,171,171,2013,69.5,64.6,1008.6,6.1,9.9,26,81,64,0,0,1,0.51953125
"170",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,172,172,2013,60.8,59.5,1008.7,1.8,13.2,24.1,64.4,55.9,1.36,0,1,0.546875
"171",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,173,173,2013,61.8,58.6,1013.6,4.6,12.6,26,66,57.9,0,0,1,0.2578125
"172",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,174,174,2013,56.1,53.2,1016.3,7.7,11.8,26,59,54,0,0,0,0.8515625
"173",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,175,175,2013,64,55.9,1003.4,8.1,14,27,71.1,59,0.03,0,0,0.5078125
"174",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176,176,2013,66.2,64.9,1004,1.4,13.7,24.1,69.1,64.4,0.26,0,1,0.4609375
"175",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,177,177,2013,60.8,59.8,1012,2,12.7,27,63,59,0.21,0,1,0.6875
"176",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,178,178,2013,62.6,54.4,1014.3,8.4,12.2,28,69.1,57.9,0.06,0,0,0.521484375
"177",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,179,179,2013,62.3,59.6,1009.3,4.8,19.1,35,64.9,57,0.94,0,1,0.421875
"178",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,180,2013,66.1,64.8,1004.7,2.1,12.9,33,69.8,64,0.85,0,1,0.494140625
"179",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181,181,2013,55,50.7,1003,7,18.3,36.9,60.1,52,0.12,0,0,0.66015625
"180",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182,182,2013,68.3,65.9,1015.1,5.6,5.1,999.9,78.1,64,0.17,0,1,0.4609375
"181",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,183,183,2013,70.6,62.6,1019.3,10,6.7,999.9,78.1,64.9,0,0,0,0.38671875
"182",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,184,184,2013,72.9,65.8,1020.8,9.9,5.6,999.9,84,66.9,0,0,0,0.49609375
"183",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,185,185,2013,76.3,71.2,1021.6,9.3,5.7,999.9,82.9,69.1,0,0,0,0.44140625
"184",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186,186,2013,67.9,66.3,1024.4,3.3,6.2,999.9,75.9,63,0.01,0,1,0.4296875
"185",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187,187,2013,69.2,67.1,1017.1,6.5,5.3,999.9,73.9,64,0.02,0,0,0.47265625
"186",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,188,188,2013,71.2,64.3,1018,7.8,7.8,999.9,77,66.2,0.01,0,1,0.447265625
"187",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,189,189,2013,71.1,69.7,1015.5,1.9,7.1,999.9,77,69.1,0,0,1,0.505859375
"188",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,190,190,2013,69.8,68,1015.8,5.7,6.5,22.9,75.2,66.2,0.12,0,1,0.25390625
"189",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191,191,2013,72.8,69.1,1012.6,6.6,5.3,999.9,77,66.9,0.04,0,0,0.1796875
"190",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,192,192,2013,67.7,65.5,1022.2,4,9.5,18.1,73,64.9,0.04,0,1,0.48046875
"191",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193,193,2013,71.8,69.7,1011.6,4.9,9.5,19,75.9,69.1,0.01,0,0,0.380859375
"192",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,194,194,2013,74.9,71.6,1006.7,5.7,8.4,20,82,70,0.6,0,1,0.421875
"193",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,195,195,2013,72.7,69.3,1018,5.7,7,999.9,80.1,69.1,0,0,1,0.4453125
"194",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,196,196,2013,72.1,70,1007.1,3.7,8.1,19,78.8,66.2,0,0,1,0.421875
"195",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197,197,2013,66.7,65.3,1017,4.1,10.4,20,72,64,0.04,0,0,0.54296875
"196",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,198,198,2013,75.6,69.6,1016.6,8.1,6.8,999.9,88,68,0,0,0,0.548828125
"197",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,199,199,2013,77.4,68.4,1019.6,8.3,7.3,999.9,87.1,69.1,0,0,0,0.443359375
"198",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200,200,2013,72.9,70.5,1025.1,4.5,5.3,999.9,79,66,0.01,0,1,0.2265625
"199",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201,201,2013,74.4,69.8,1016.3,9,9.1,19,82,69.1,0.01,0,0,0.234375
"200",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,202,202,2013,69.1,66.1,1018,9.6,8.8,18.1,73.9,64.9,0.26,0,0,0.314453125
"201",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,203,203,2013,68.7,67.2,1024.1,2.5,9.5,999.9,72,64.4,0.03,0,1,0.546875
"202",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,204,2013,69.4,67.8,1015.9,3.1,6.7,49.9,72,66,0.06,0,1,0.4765625
"203",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,205,205,2013,69.8,68,1023.5,1.8,11.9,21,75,68,0.02,0,1,0.162109375
"204",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206,206,2013,73,69.2,1018.5,8.1,13.1,22.9,79,68,0.01,0,0,0.314453125
"205",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,207,207,2013,73.9,71.4,1013.4,2.8,9.6,22,80.1,69.1,0,0,1,0.66796875
"206",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,208,208,2013,74.5,71.7,1008.8,3.3,11.8,20,80.1,71.1,0,0,0,0.3828125
"207",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,209,209,2013,71.6,68.2,1021.6,6.8,12.4,22,77,68,0.03,0,1,0.431640625
"208",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,210,2013,72.6,68.9,1015.5,6.7,10.7,24.1,78.1,68,0,0,1,0.51171875
"209",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211,211,2013,67.7,62.8,1014.3,9.7,13.8,27,75,64,0.4,0,0,0.296875
"210",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212,212,2013,66.1,64.4,1012.2,6,15,28.9,69.8,64,2.43,0,0,0.51171875
"211",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,214,214,2013,64.8,58.4,1023.8,8.4,3.3,999.9,75.9,55.9,0.01,0,1,0.169921875
"212",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,215,215,2013,66.2,54.5,1019.1,10,5.3,999.9,73.9,55.9,0,0,0,0.3671875
"213",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,216,216,2013,66.4,64.6,1012,3.9,6.8,999.9,72,62.6,0.67,0,1,0.248046875
"214",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,217,2013,67.8,64,1020.1,10,6.7,999.9,75,54,0,0,0,0.37890625
"215",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,218,218,2013,64.5,55.9,1022,9.9,5.1,999.9,73.9,54,0,0,0,0.298828125
"216",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,219,219,2013,70.3,66.7,1020.1,7.1,6.5,999.9,79,64,0,0,1,0.404296875
"217",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220,220,2013,68.9,64.7,1016.5,9.8,5.3,999.9,78.1,63,0.01,0,0,0.5625
"218",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,221,221,2013,71,64.7,1017.3,9.5,7,999.9,78.1,57,0.01,0,0,0.365234375
"219",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,222,222,2013,68.2,63.2,1016.8,10,7.2,999.9,75,60.1,0,0,0,0.3203125
"220",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,223,223,2013,69.5,56.7,1017,10,7.5,999.9,80.1,60.1,0,0,0,0.24609375
"221",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,224,224,2013,69.4,61.9,1009.8,9,8.3,19,75.9,60.1,0.25,0,0,0.193359375
"222",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225,225,2013,67.4,59.7,1021.2,10,8.2,999.9,73,62.1,0,0,0,0.630859375
"223",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,226,226,2013,64,54.6,1026.6,10,6.7,999.9,75,50,0,0,0,0.203125
"224",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,227,227,2013,69.4,67,1011.9,7,10.9,999.9,75,59,0,0,0,0.244140625
"225",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,228,228,2013,65.5,60.8,1017.5,9.5,8.1,999.9,73.9,57,0.39,0,0,0.208984375
"226",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229,229,2013,70.5,68.9,1016.9,3.9,9.8,999.9,79,64,0.01,0,1,0.435546875
"227",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,230,230,2013,68,66.6,1011.8,4.5,8,999.9,70,64.4,0.39,0,1,0.294921875
"228",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231,231,2013,72.4,66.5,1012.3,6.4,11.2,21,80.1,68,0.06,0,1,0.2734375
"229",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,232,232,2013,67.2,52.7,1016.9,10,10.2,21,73,62.1,0,0,0,0.4765625
"230",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233,233,2013,69.7,66,1011.1,9.5,8.3,20,75.9,63,0.03,0,0,0.529296875
"231",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,234,234,2013,68.1,54.5,1013.3,10,12.2,24.1,75.9,60.1,0,0,0,0.37109375
"232",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235,235,2013,69.3,66.1,1011.8,7.2,10.9,22.9,75.9,66,0,0,0,0.267578125
"233",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,236,236,2013,65.7,63.7,1014.4,5.8,11.3,21,69.1,62.6,0,0,1,0.423828125
"234",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,237,237,2013,67.8,66.7,1011.1,4.6,3.4,999.9,73.9,64,0,0,1,0.384765625
"235",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,238,238,2013,65,59.2,1014.8,9.9,10.8,21,70,59,0,0,0,0.4765625
"236",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239,239,2013,68.3,64.1,1020.1,10,11.2,22,75,50,0,0,0,0.32421875
"237",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240,240,2013,66.2,55.2,1022.3,10,10.7,24.1,77,55.9,0,0,0,0.3359375
"238",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,241,241,2013,68.4,59.6,1007.5,8.3,9.6,24.1,73,64,0.5,0,0,0.521484375
"239",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242,242,2013,70.7,68.8,1016.9,9.3,13.1,27,75,61,0.03,0,0,0.4375
"240",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,243,243,2013,70.6,65,1013.1,7.8,12.1,28,77,63,0,0,0,0.548828125
"241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,244,244,2013,55.3,45.3,1012.3,10,4.5,999.9,64,44.1,0,0,0,0.359375
"242",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,245,2013,62.6,58.5,1018.4,9.5,6.2,999.9,71.1,53.6,0.01,0,0,0.5390625
"243",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,246,2013,59.2,50.1,1024.6,10,7.4,999.9,69.1,50,0,0,0,0.375
"244",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,247,247,2013,56.1,42.7,1025.2,10,5.8,999.9,69.1,43,0,0,0,0.421875
"245",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,248,248,2013,70.1,69,1008.1,2,6.8,999.9,75.9,66,0.05,0,1,0.3828125
"246",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,249,2013,70.8,68.7,1010.3,7,7.7,999.9,75.9,68,0,0,1,0.1484375
"247",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,250,2013,60.3,47.8,1021.1,10,5.3,999.9,75.9,52,0,0,0,0.330078125
"248",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,251,251,2013,54.5,42.7,1013,10,8.4,19,61,46,0,0,0,0.5078125
"249",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252,252,2013,70.7,68.3,1012.4,7.5,10.1,999.9,75.9,66.9,0,0,0,0.244140625
"250",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,253,2013,61.2,50.7,1019.4,10,6.6,17.1,68,51.1,0,0,0,0.236328125
"251",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,254,2013,63.6,60.3,1015.6,9.9,7.8,999.9,72,54,0.01,0,1,0.373046875
"252",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,255,2013,54.9,50.1,1022.8,10,7.8,999.9,69.1,45,0.01,0,0,0.294921875
"253",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256,256,2013,62.4,54.8,1017.9,10,7.4,15,70,51.1,0,0,0,0.419921875
"254",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257,257,2013,64.5,57.6,1010.4,10,9.1,19,73.9,60.1,0.13,0,0,0.3203125
"255",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,258,258,2013,69.9,66.8,1019.3,6.8,10.9,19,73.9,61,0,0,0,0.431640625
"256",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259,259,2013,57.5,44.9,1011.2,10,10.4,22,69.1,48.9,0,0,0,0.59765625
"257",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260,260,2013,69.1,67,1004.5,6.1,8.9,19,75,66.9,0.01,0,1,0.580078125
"258",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,261,261,2013,68.5,61.9,1011.4,8.9,8.8,20,73.9,63,0.06,0,0,0.486328125
"259",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,262,2013,66.3,63.4,1007,8.8,9.8,29.9,72,60.1,0.24,0,0,0.44921875
"260",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,263,2013,62.4,54.6,1020.3,10,9.6,19,69.1,43,0,0,0,0.353515625
"261",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,264,2013,59.8,42.5,1021.4,10,8.2,22,75.9,50,0,0,0,0.541015625
"262",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265,265,2013,70.2,67.6,1013.7,5.3,11.4,20,75,66.9,0,0,0,0.6640625
"263",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,266,2013,67.4,62.1,1013.8,10,10.4,22,75.9,61,0,0,0,0.26953125
"264",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267,267,2013,63.6,50.4,1017.9,10,10.2,22,71.1,52,0,0,0,0.44921875
"265",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268,268,2013,56.8,46.4,1015.6,10,8,20,64,44.1,0,0,0,0.314453125
"266",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,269,2013,58.1,51.2,1020.2,10,11.5,24.1,64,46.9,0,0,0,0.38671875
"267",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,270,270,2013,65.5,57.5,1022,10,10.1,22.9,72,50,0,0,0,0.53515625
"268",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271,271,2013,68,59.3,1010.5,10,13.3,26,75.9,57,0,0,0,0.283203125
"269",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272,272,2013,59.5,54.3,1016.9,9.8,10.4,22.9,66.9,45,0.01,0,0,0.48828125
"270",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,273,273,2013,56.1,43.1,1024.7,10,16.3,29.9,70,51.1,0.02,0,0,0.53125
"271",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,274,274,2013,61.3,57.7,1018,9.6,4.2,999.9,72,54,0.13,0,0,0.27734375
"272",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,275,275,2013,51.5,44,1027,10,4.6,999.9,62.1,41,0,0,0,0.166015625
"273",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,276,276,2013,59.1,52.4,1012.5,10,6.1,999.9,66.9,39.9,0,0,0,0.361328125
"274",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278,278,2013,62.8,57.5,1017.7,9.3,5.2,999.9,71.1,53.6,0.01,0,1,0.591796875
"275",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279,279,2013,59.4,57.4,1011.5,7.9,6.1,999.9,63,55,0.01,0,0,0.427734375
"276",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,280,280,2013,57.3,45,1013.9,10,6.2,15.9,68,46.9,0,0,0,0.2265625
"277",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,281,281,2013,46.8,38.6,1025.8,10,5.2,999.9,57.9,34,0,0,0,0.396484375
"278",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,282,282,2013,53.9,47.3,1023.8,10,6.3,999.9,63,41,0.01,0,0,0.5078125
"279",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,283,283,2013,54.8,50.9,1021.4,9.1,6,999.9,62.1,34,0,0,0,0.5078125
"280",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,284,284,2013,52.5,44.6,1005.8,9.8,7.9,999.9,66.9,48,0,0,0,0.396484375
"281",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,285,285,2013,48,30.2,1015.2,10,9.2,21,54,43,0,0,0,0.5703125
"282",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,286,286,2013,57.5,55.4,1017.7,6.2,9.3,999.9,63,44.1,0.01,0,0,0.376953125
"283",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,287,287,2013,59.1,54.8,1021.1,6.9,7.2,22,64.9,53.1,0,0,1,0.095703125
"284",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,288,288,2013,47.5,34.1,1027.6,10,6.8,20,57.9,36,0,0,0,0.478515625
"285",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,289,289,2013,58.4,52.6,1024.3,10,11.6,22,64.9,54,0,0,0,0.3984375
"286",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,290,290,2013,65.7,62.3,1017.4,8.5,11.9,20,73,53.1,0,0,0,0.513671875
"287",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,291,291,2013,54.4,41.1,1018.5,10,7.1,19,64,39.9,0,0,0,0.509765625
"288",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,292,292,2013,62.1,51.8,1012.9,10,8,999.9,70,53.1,0,0,0,0.509765625
"289",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,293,293,2013,58.3,47.4,1010.3,10,9.4,21,62.1,46.9,0.05,0,0,0.263671875
"290",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,294,294,2013,48.4,34.5,1007.5,9.9,10.8,27,57,43,0.36,0,0,0.541015625
"291",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,295,295,2013,55.1,45.6,1027.8,10,11.4,22.9,64,48,0,0,0,0.287109375
"292",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,296,296,2013,64.8,58.1,1012.1,9.3,8.7,19,73.9,53.1,0.01,0,1,0.5703125
"293",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,297,297,2013,61.5,51.6,1019.7,8.7,12.2,24.1,73,52,0.47,0,0,0.427734375
"294",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,298,298,2013,60.6,56.6,1018.4,10,13.3,26,64.9,55,0,0,0,0.51953125
"295",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,299,299,2013,62.3,57,1008.3,8.8,11,25.1,68,57,0.01,0,0,0.634765625
"296",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,300,2013,50.7,33,1020.4,10,10.3,27,57.9,36,0,0,0,0.517578125
"297",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,301,301,2013,58.6,53.4,1021.7,10,13.2,31.1,64.9,54,0,0,0,0.392578125
"298",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,302,302,2013,56.4,44.3,1027.9,10,11.6,26,64.9,51.1,0.03,0,0,0.33984375
"299",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,303,303,2013,49,32.9,1020.1,10,13.7,34,57.9,32,0,0,0,0.529296875
"300",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,305,305,2013,43.5,30.4,1037.8,10,3.9,999.9,50,37.9,0,0,0,0.302734375
"301",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,306,306,2013,46.5,41.4,1030.4,10,3.7,999.9,57,36,0,0,0,0.546875
"302",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,307,307,2013,39,26.7,1035,10,4.9,999.9,48,30.9,0,0,0,0.533203125
"303",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,308,308,2013,51.2,43.6,1025,9.6,6.5,999.9,57.9,46.9,0,0,0,0.501953125
"304",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,309,309,2013,31.3,15.4,1038.9,10,6.5,999.9,37.9,25,0,0,0,0.2421875
"305",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,310,310,2013,48.9,45.9,1024.9,6.8,7,999.9,55.9,37.4,0,0,1,0.345703125
"306",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,311,311,2013,31.2,12.9,1033,10,8.7,17.1,42.1,26.1,0,0,0,0.16015625
"307",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,312,312,2013,57.4,55.2,1003.8,6.4,5.6,21,66,53.1,0.14,0,1,0.3828125
"308",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,313,313,2013,33.5,20.7,1022.1,10,12.6,25.1,37.4,30,0.06,0,0,0.46484375
"309",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,314,314,2013,38,21.5,1028.8,10,14.5,25.1,52,34,0,0,0,0.4921875
"310",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,315,315,2013,53,39.1,1022.7,10,12.3,20,57.9,48.9,0,0,0,0.51171875
"311",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,316,316,2013,46.2,41.9,1024.5,9.4,5.6,25.1,54,30.9,0,0,0,0.677734375
"312",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,317,317,2013,47.3,34.3,1010.4,9.6,9.9,27,54,39,0.08,0,0,0.353515625
